"﻿STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE"
"42,039,110800,4728,+41.655865,-079.995596"
"42,039,110900,2791,+41.683734,-079.836063"
"42,039,111000,2231,+41.653705,-079.695628"
"42,039,111100,2872,+41.628081,-079.667701"
"42,039,111200,2390,+41.632081,-079.681418"
"42,039,111300,5228,+41.539560,-080.070096"
"42,039,111400,4528,+41.627214,-080.124429"
"42,039,111500,4955,+41.637175,-080.140342"
"42,039,111600,3735,+41.641100,-080.152432"
"42,039,111700,4846,+41.658006,-080.144039"
"42,039,111800,5331,+41.624980,-080.205586"
"42,039,111900,3516,+41.525882,-080.289990"
"42,039,112001,2264,+41.533319,-080.465814"
"42,039,112002,1272,+41.600099,-080.478574"
"42,041,010100,5403,+40.294192,-076.933777"
"42,041,010201,5163,+40.300325,-076.947890"
"42,041,010203,3982,+40.265520,-076.921402"
"42,041,010204,5182,+40.272150,-076.945200"
"42,041,010300,4231,+40.265717,-076.912675"
"42,041,010400,3866,+40.245580,-076.930537"
"42,041,010500,4256,+40.239062,-076.922961"
"42,041,010600,4659,+40.244113,-076.897466"
"42,041,010700,3864,+40.232264,-076.882429"
"42,041,010800,3643,+40.227196,-076.868650"
"42,041,010900,5091,+40.226105,-076.891789"
"42,041,011002,2398,+40.227609,-076.916328"
"42,041,011101,5107,+40.197371,-076.938248"
"42,041,011102,4619,+40.215618,-076.964182"
"42,041,011200,1634,+40.222542,-076.955043"
"42,041,011301,5770,+40.287793,-076.986541"
"42,041,011303,6968,+40.261252,-076.963453"
"42,041,011304,5563,+40.237567,-076.957220"
"42,041,011305,6004,+40.240582,-076.983280"
"42,041,011306,3927,+40.255487,-076.999918"
"42,041,011307,4529,+40.263913,-076.988247"
"42,041,011400,4491,+40.215391,-077.009573"
"42,041,011500,4820,+40.209900,-077.000701"
"42,041,011602,4055,+40.169521,-077.005780"
"42,041,011606,5996,+40.169266,-076.982867"
"42,041,011607,5644,+40.188080,-076.971671"
"42,041,011608,4641,+40.204525,-076.986077"
"42,041,011700,6230,+40.167862,-077.060913"
"42,041,011803,7021,+40.240928,-077.136456"
"42,041,011804,2670,+40.280149,-077.049973"
"42,041,011805,5675,+40.253081,-077.043402"
"42,041,011806,4880,+40.218326,-077.054065"
"42,041,011807,6332,+40.232401,-077.019078"
"42,041,011901,5599,+40.242596,-077.205943"
"42,041,011902,6440,+40.227324,-077.182934"
"42,041,012000,5498,+40.211729,-077.196591"
"42,041,012100,2657,+40.203257,-077.182883"
"42,041,012200,2081,+40.201620,-077.189010"
"42,041,012300,2397,+40.204762,-077.197630"
"42,041,012400,7485,+40.194217,-077.199757"
"42,041,012501,4508,+40.175451,-077.198307"
"42,041,012502,7689,+40.169927,-077.145294"
"42,041,012600,5933,+40.111730,-077.179142"
"42,041,012701,5294,+40.110184,-077.241908"
"42,041,012702,4446,+40.098354,-077.358890"
"42,041,012801,4582,+40.185183,-077.315164"
"42,041,012802,3559,+40.147340,-077.429207"
"42,041,012900,1376,+40.171010,-077.400901"
"42,041,013000,6959,+40.224607,-077.389598"
"42,041,013103,6137,+40.104528,-077.524171"
"42,041,013104,2667,+40.060282,-077.524897"
"42,041,013105,5783,+40.044668,-077.473737"
"42,041,013200,4334,+40.051554,-077.515559"
"42,041,981001,2884,+40.218049,-076.927827"
"42,041,981606,2847,+40.157700,-076.985277"
"42,043,020100,3746,+40.260487,-076.881216"
"42,043,020300,1895,+40.270038,-076.886275"
"42,043,020400,1625,+40.268011,-076.890662"
"42,043,020500,2987,+40.274803,-076.893967"
"42,043,020800,2809,+40.282280,-076.898531"
"42,043,020900,3707,+40.292890,-076.897887"
"42,043,021100,3252,+40.275696,-076.872090"
"42,043,021200,2586,+40.267962,-076.869120"
"42,043,021300,6030,+40.261861,-076.866723"
"42,043,021400,4915,+40.249995,-076.857972"
"42,043,021500,3745,+40.264304,-076.858198"
"42,043,021600,2623,+40.272386,-076.860859"
"42,043,021700,6024,+40.264513,-076.846903"
"42,043,021800,2282,+40.311744,-076.897031"
"42,043,021901,4778,+40.335391,-076.868119"
"42,043,021903,3703,+40.307276,-076.855141"
"42,043,021904,6123,+40.317445,-076.867562"
"42,043,022000,5318,+40.289961,-076.845213"
"42,043,022100,4532,+40.279926,-076.834570"
"42,043,022200,3274,+40.277776,-076.848047"
"42,043,022300,5867,+40.289846,-076.816609"
"42,043,022401,4732,+40.328467,-076.827621"
"42,043,022403,7108,+40.308742,-076.818418"
"42,043,022501,6308,+40.346863,-076.819294"
"42,043,022502,5658,+40.335388,-076.788018"
"42,043,022601,7368,+40.307607,-076.788331"
"42,043,022604,7443,+40.297570,-076.766858"
"42,043,022605,5519,+40.286108,-076.791097"
"42,043,022606,3498,+40.277333,-076.809546"
"42,043,022701,4352,+40.264007,-076.797786"
"42,043,022702,5839,+40.269765,-076.768106"
"42,043,022800,6484,+40.252833,-076.768092"
"42,043,022901,3789,+40.250563,-076.835544"
"42,043,022902,5453,+40.236850,-076.821194"
"42,043,023000,1907,+40.262002,-076.821625"
"42,043,023100,1648,+40.261009,-076.834281"
"42,043,023300,4435,+40.236669,-076.838834"
"42,043,023400,1828,+40.223201,-076.820142"
"42,043,023500,2741,+40.208432,-076.784556"
"42,043,023601,2881,+40.234692,-076.770038"
"42,043,023602,6650,+40.211567,-076.761660"
"42,043,023700,1459,+40.192535,-076.735916"
"42,043,023800,4103,+40.197010,-076.724985"
"42,043,023900,3971,+40.206129,-076.728488"
"42,043,024001,6037,+40.190276,-076.691892"
"42,043,024002,2952,+40.221398,-076.627399"
"42,043,024101,2068,+40.276933,-076.667870"
"42,043,024102,4417,+40.265428,-076.638374"
"42,043,024104,6194,+40.243205,-076.711723"
"42,043,024105,5826,+40.256562,-076.671499"
"42,043,024200,2662,+40.294757,-076.625324"
"42,043,024300,3476,+40.279978,-076.653578"
"42,043,024400,4616,+40.265584,-076.711149"
"42,043,024502,6019,+40.361612,-076.670172"
"42,043,024503,7209,+40.298358,-076.704924"
"42,043,024601,4933,+40.327404,-076.732788"
"42,043,024602,5764,+40.358216,-076.742156"
"42,043,024700,6071,+40.383625,-076.905556"
"42,043,024801,3608,+40.488031,-076.835453"
"42,043,024802,4220,+40.465743,-076.930348"
"42,043,024900,2370,+40.580861,-076.621768"
"42,043,025000,3032,+40.569199,-076.699666"
"42,043,025100,3736,+40.613397,-076.760382"
"42,043,025200,3486,+40.555534,-076.809737"
"42,043,025300,4010,+40.552126,-076.933654"
"42,043,025400,2545,+40.541801,-076.956039"
"42,043,025500,4155,+40.281954,-076.892114"
"42,045,400301,6915,+39.950861,-075.259170"
"42,045,400302,4167,+39.946627,-075.259880"
"42,045,400401,5504,+39.955839,-075.262561"
"42,045,400402,4710,+39.956406,-075.266810"
"42,045,400500,4649,+39.966046,-075.272031"
"42,045,400600,5460,+39.965484,-075.284530"
"42,045,400700,5412,+39.959978,-075.271835"
"42,045,400801,2055,+39.952939,-075.272318"
"42,045,400802,3417,+39.947061,-075.286490"
"42,045,400900,1630,+39.950631,-075.290543"
"42,045,401000,1960,+39.951552,-075.302436"
"42,045,401101,3095,+39.959599,-075.292525"
"42,045,401103,3366,+39.956031,-075.311106"
"42,045,401104,4346,+39.961352,-075.300588"
"42,045,401200,3670,+39.949982,-075.318457"
"42,045,401302,2990,+39.944721,-075.303121"
"42,045,401303,2330,+39.946010,-075.312748"
"42,045,401401,2238,+39.939731,-075.298642"
"42,045,401402,4105,+39.938258,-075.291916"
"42,045,401502,4259,+39.918919,-075.305218"
"42,045,401503,3487,+39.932862,-075.307103"
"42,045,401600,1816,+39.927318,-075.276577"
"42,045,401700,2714,+39.943892,-075.260725"
"42,045,401800,3932,+39.945387,-075.270297"
"42,045,401900,4646,+39.941565,-075.281308"
"42,045,402000,2529,+39.935794,-075.273345"
"42,045,402100,5953,+39.934035,-075.248804"
"42,045,402200,2422,+39.932906,-075.264823"
"42,045,402300,3672,+39.923587,-075.250068"
"42,045,402400,3551,+39.916379,-075.253960"
"42,045,402500,3602,+39.920076,-075.258344"
"42,045,402600,3562,+39.923945,-075.265254"
"42,045,402700,2474,+39.912222,-075.253250"
"42,045,402800,6014,+39.908111,-075.269812"
"42,045,402900,3357,+39.897277,-075.268621"
"42,045,403001,3039,+39.908976,-075.300968"
"42,045,403002,2823,+39.913106,-075.294344"
"42,045,403101,3574,+39.913011,-075.283348"
"42,045,403103,2839,+39.917833,-075.275561"
"42,045,403104,2495,+39.914061,-075.270996"
"42,045,403200,4244,+39.922424,-075.287633"
"42,045,403300,6863,+39.929174,-075.296997"
"42,045,403401,3048,+39.897947,-075.281171"
"42,045,403402,3744,+39.886682,-075.283703"
"42,045,403501,4239,+39.898226,-075.287995"
"42,045,403502,2984,+39.902158,-075.296558"
"42,045,403601,4096,+39.890357,-075.298438"
"42,045,403602,1847,+39.881678,-075.294922"
"42,045,403701,1712,+39.870418,-075.285669"
"42,045,403702,2271,+39.864488,-075.298738"
"42,045,403800,6427,+39.885962,-075.307742"
"42,045,403901,3512,+39.877535,-075.321193"
"42,045,403902,3674,+39.880954,-075.326851"
"42,045,404003,2216,+39.910462,-075.308704"
"42,045,404004,6464,+39.903612,-075.312947"
"42,045,404101,6438,+39.885381,-075.344260"
"42,045,404102,5165,+39.874324,-075.340913"
"42,045,404103,3461,+39.875343,-075.313828"
"42,045,404300,2459,+39.860212,-075.343814"
"42,045,404400,1446,+39.868250,-075.358593"
"42,045,404500,4720,+39.867362,-075.367274"
"42,045,404600,2327,+39.861853,-075.370900"
"42,045,404700,3256,+39.860904,-075.358344"
"42,045,404800,2074,+39.858285,-075.350808"
"42,045,404900,1212,+39.855932,-075.357208"
"42,045,405000,1999,+39.850596,-075.367285"
"42,045,405100,2170,+39.846485,-075.375371"
"42,045,405200,2911,+39.842163,-075.383122"
"42,045,405300,2940,+39.839924,-075.396338"
"42,045,405400,2426,+39.835772,-075.399445"
"42,045,406100,2321,+39.866945,-075.377891"
"42,045,406201,3214,+39.866054,-075.386542"
"42,045,406202,5086,+39.875516,-075.394304"
"42,045,406300,3068,+39.856647,-075.380607"
"42,045,406401,2668,+39.854200,-075.393706"
"42,045,406402,1412,+39.843963,-075.392876"
"42,045,406500,1976,+39.831623,-075.405404"
"42,045,406600,2454,+39.819786,-075.414960"
"42,045,406700,3425,+39.825839,-075.423434"
"42,045,406801,4347,+39.849046,-075.438540"
"42,045,406802,4315,+39.831074,-075.435625"
"42,045,406804,4564,+39.832370,-075.460351"
"42,045,406805,3672,+39.843114,-075.450713"
"42,045,406902,5909,+39.865292,-075.414155"
"42,045,406903,5084,+39.864165,-075.437231"
"42,045,406904,5798,+39.880329,-075.446083"
"42,045,407000,2897,+39.891949,-075.474174"
"42,045,407101,3824,+39.891232,-075.420621"
"42,045,407102,3106,+39.896194,-075.399864"
"42,045,407201,5641,+39.919272,-075.443406"
"42,045,407202,3802,+39.905996,-075.432955"
"42,045,407401,4140,+39.912158,-075.373935"
"42,045,407404,3060,+39.888124,-075.361676"
"42,045,407501,2502,+39.923254,-075.388187"
"42,045,407502,3399,+39.916427,-075.390320"
"42,045,407600,6657,+39.901491,-075.349091"
"42,045,407700,2778,+39.911236,-075.326541"
"42,045,407801,4549,+39.923425,-075.348217"
"42,045,407802,6785,+39.938463,-075.338704"
"42,045,407803,5598,+39.926062,-075.326913"
"42,045,407804,4639,+39.936133,-075.319141"
"42,045,407805,1712,+39.918477,-075.319484"
"42,045,407806,1673,+39.908406,-075.335954"
"42,045,407901,4249,+39.944263,-075.404822"
"42,045,407902,3017,+39.920183,-075.395079"
"42,045,407903,3586,+39.930054,-075.380676"
"42,045,408001,6374,+39.974345,-075.375839"
"42,045,408002,4622,+39.953175,-075.369049"
"42,045,408101,5156,+39.986833,-075.358361"
"42,045,408102,3557,+39.974849,-075.355322"
"42,045,408103,4505,+39.965115,-075.344784"
"42,045,408300,4786,+40.009850,-075.313534"
"42,045,408400,2192,+39.998700,-075.338115"
"42,045,408500,4258,+39.979904,-075.327585"
"42,045,408600,3629,+39.987295,-075.319094"
"42,045,408700,5044,+39.990359,-075.305593"
"42,045,408800,5083,+39.997185,-075.297778"
"42,045,408900,3098,+39.980410,-075.287027"
"42,045,409000,3785,+39.974119,-075.295544"
"42,045,409100,4198,+39.981410,-075.301403"
"42,045,409200,4194,+39.975598,-075.311933"
"42,045,409300,2475,+39.967881,-075.311701"
"42,045,409400,2907,+39.971358,-075.328712"
"42,045,409500,4782,+39.960972,-075.325121"
"42,045,409601,4930,+40.017341,-075.341266"
"42,045,409602,4629,+40.026943,-075.335140"
"42,045,409701,8507,+40.025381,-075.360758"
"42,045,409803,7282,+40.041999,-075.395872"
"42,045,409804,5927,+40.049866,-075.371290"
"42,045,409902,5860,+39.978586,-075.401822"
"42,045,409903,3981,+39.990972,-075.387827"
"42,045,409904,5161,+40.002613,-075.410703"
"42,045,410000,4283,+39.955214,-075.459651"
"42,045,410101,3935,+39.930703,-075.509831"
"42,045,410102,2969,+39.907018,-075.540382"
"42,045,410200,3972,+39.869873,-075.560724"
"42,045,410303,4810,+39.880631,-075.491926"
"42,045,410304,5053,+39.852881,-075.525770"
"42,045,410305,4928,+39.871863,-075.528737"
"42,045,410306,3426,+39.899599,-075.511487"
"42,045,410401,2910,+39.855407,-075.476347"
"42,045,410402,3207,+39.836118,-075.480255"
"42,045,410403,3457,+39.842330,-075.513593"
"42,045,410500,5319,+39.960042,-075.254450"
"42,045,410601,3309,+39.891605,-075.321678"
"42,045,410602,4782,+39.897891,-075.328405"
"42,045,410700,5124,+39.841109,-075.372929"
"42,045,410800,8342,+39.884331,-075.376246"
"42,045,980000,0,+39.864627,-075.252779"
"42,045,980100,1953,+40.034951,-075.340145"
"42,045,980200,0,+40.047508,-075.356623"
"42,045,980300,78,+39.891590,-075.525804"
"42,047,950100,1573,+41.574237,-078.676822"
"42,047,950200,3115,+41.456700,-078.759125"
"42,047,950400,4039,+41.424704,-078.732628"
"42,047,950500,2404,+41.492166,-078.679118"
"42,047,950900,2179,+41.291771,-078.484313"
"42,047,951000,4942,+41.334347,-078.632244"
"42,047,951100,5553,+41.434476,-078.571514"
"42,047,951200,2005,+41.450936,-078.530011"
"42,047,951300,5180,+41.416890,-078.534690"
"42,049,000100,1724,+42.126769,-080.082717"
"42,049,000200,3709,+42.114859,-080.126632"
"42,049,000300,3684,+42.127586,-080.098861"
"42,049,000400,2177,+42.136183,-080.075963"
"42,049,000500,3059,+42.137857,-080.058886"
"42,049,000600,3225,+42.144407,-080.042867"
"42,049,000700,2437,+42.133284,-080.066796"
"42,049,000800,2634,+42.130031,-080.074780"
"42,049,000901,2440,+42.121156,-080.103870"
"42,049,000902,2633,+42.125468,-080.092398"
"42,049,001000,3258,+42.117862,-080.104171"
"42,049,001100,2690,+42.102108,-080.112221"
"42,049,001200,2347,+42.114657,-080.090974"
"42,049,001300,1720,+42.121842,-080.069026"
"42,049,001400,1504,+42.126019,-080.067528"
"42,049,001500,2759,+42.132214,-080.037832"
"42,049,001600,3962,+42.130051,-080.026810"
"42,049,001700,2675,+42.120796,-080.055279"
"42,049,001800,2039,+42.116945,-080.067302"
"42,049,001900,1601,+42.113053,-080.080215"
"42,049,002000,3293,+42.107566,-080.094838"
"42,049,002100,3577,+42.091998,-080.109877"
"42,049,002200,3710,+42.098146,-080.096162"
"42,049,002300,2572,+42.101864,-080.087816"
"42,049,002400,2987,+42.106208,-080.078216"
"42,049,002500,2420,+42.110705,-080.065907"
"42,049,002600,4049,+42.116466,-080.052671"
"42,049,002700,6551,+42.115886,-080.026498"
"42,049,002800,6677,+42.106539,-080.052310"
"42,049,002900,2771,+42.095225,-080.073255"
"42,049,003000,3947,+42.086573,-080.098557"
"42,049,010101,3076,+41.963360,-080.440216"
"42,049,010103,1912,+41.888768,-080.417334"
"42,049,010104,2356,+41.894269,-080.313101"
"42,049,010107,1528,+41.890431,-080.362985"
"42,049,010108,2279,+41.876421,-080.361074"
"42,049,010201,5934,+42.011198,-080.332798"
"42,049,010202,5305,+41.994371,-080.318303"
"42,049,010301,4913,+42.000966,-080.132433"
"42,049,010303,6307,+42.029514,-080.237365"
"42,049,010304,4831,+42.063679,-080.237806"
"42,049,010400,4718,+42.085599,-080.186097"
"42,049,010500,4084,+42.099756,-080.160110"
"42,049,010700,3847,+42.085527,-080.128334"
"42,049,010800,3531,+42.080721,-080.147625"
"42,049,010902,4338,+42.069846,-080.174256"
"42,049,010903,6854,+42.067190,-080.134384"
"42,049,010904,5132,+42.049675,-080.165791"
"42,049,011001,6788,+42.075003,-080.080859"
"42,049,011002,4581,+42.073473,-080.105212"
"42,049,011101,5415,+42.102692,-080.021457"
"42,049,011102,3380,+42.086243,-080.056288"
"42,049,011201,4478,+42.066414,-079.960058"
"42,049,011202,7342,+42.044139,-080.061781"
"42,049,011300,3222,+42.137129,-080.012958"
"42,049,011400,3820,+42.152050,-080.018854"
"42,049,011503,3736,+42.164545,-080.000762"
"42,049,011508,5082,+42.137442,-079.991548"
"42,049,011509,2681,+42.183661,-079.950006"
"42,049,011510,3086,+42.143787,-079.941527"
"42,049,011511,2050,+42.118487,-079.984386"
"42,049,011600,4106,+42.213893,-079.833945"
"42,049,011701,2910,+42.226701,-079.835815"
"42,049,011702,5422,+42.169660,-079.830792"
"42,049,011801,2609,+42.036652,-079.842146"
"42,049,011802,3021,+41.921054,-079.689034"
"42,049,011900,6210,+41.923642,-079.639227"
"42,049,012001,2526,+41.923636,-079.832899"
"42,049,012002,2927,+41.897776,-079.845525"
"42,049,012100,7438,+41.933441,-079.981412"
"42,049,012201,5901,+41.901050,-080.148323"
"42,049,012202,4964,+41.875446,-080.125048"
"42,049,012400,1405,+42.108376,-080.140250"
"42,049,990000,0,+42.254101,-080.169990"
"42,051,260100,5420,+40.116232,-079.840539"
"42,051,260200,4043,+40.083818,-079.753807"
"42,051,260300,3468,+40.084504,-079.605567"
"42,051,260401,2315,+40.089208,-079.547002"
"42,051,260402,4425,+40.077380,-079.513451"
"42,051,260500,5781,+40.020273,-079.425424"
"42,051,260600,3993,+40.012145,-079.580175"
"42,051,260700,3419,+40.009845,-079.590831"
"42,051,260800,3612,+40.020653,-079.588526"
"42,051,260900,4359,+40.004506,-079.639580"
"42,051,261000,2378,+40.008257,-079.736551"
"42,051,261100,2517,+40.057305,-079.834152"
"42,051,261200,2202,+40.018338,-079.890486"
"42,051,261300,6103,+39.992335,-079.936583"
"42,051,261401,2415,+39.957023,-079.866301"
"42,051,261402,2664,+39.996581,-079.841660"
"42,051,261500,4098,+39.942832,-079.799297"
"42,051,261600,2584,+39.935480,-079.699327"
"42,051,261700,2749,+39.917557,-079.720912"
"42,051,261800,3377,+39.898241,-079.700085"
"42,051,261900,3329,+39.905793,-079.725497"
"42,051,262000,5042,+39.887123,-079.748765"
"42,051,262100,2559,+39.892641,-079.743072"
"42,051,262200,3290,+39.895052,-079.731687"
"42,051,262300,3365,+39.899313,-079.713587"
"42,051,262400,3289,+39.871094,-079.710845"
"42,051,262500,3118,+39.912443,-079.658508"
"42,051,262600,2820,+39.969345,-079.603782"
"42,051,262701,3355,+39.803634,-079.580048"
"42,051,262702,2667,+39.790881,-079.461361"
"42,051,262800,6861,+39.832948,-079.761001"
"42,051,262900,4669,+39.886682,-079.864945"
"42,051,263000,3276,+39.847336,-079.904112"
"42,051,263100,5610,+39.767720,-079.869304"
"42,051,263200,2206,+39.792242,-079.798689"
"42,051,263300,1426,+40.040529,-079.659173"
"42,053,530100,4361,+41.471272,-079.110435"
"42,053,530200,2612,+41.513467,-079.411501"
"42,055,010100,4251,+40.127767,-077.775185"
"42,055,010200,4669,+40.077377,-077.657182"
"42,055,010301,5844,+40.053442,-077.562568"
"42,055,010302,4099,+40.014081,-077.529955"
"42,055,010401,4498,+39.986135,-077.627020"
"42,055,010402,5042,+39.965545,-077.611161"
"42,055,010501,4679,+39.944225,-077.564932"
"42,055,010502,4217,+39.911379,-077.532919"
"42,055,010600,6612,+39.917529,-077.597367"
"42,055,010701,4710,+39.874137,-077.551320"
"42,055,010702,3305,+39.872496,-077.661130"
"42,055,010800,3933,+39.920828,-077.652129"
"42,055,010900,4936,+39.933178,-077.651288"
"42,055,011000,5890,+39.925819,-077.668403"
"42,055,011100,3946,+39.950887,-077.643170"
"42,055,011200,3198,+39.941078,-077.667377"
"42,055,011301,5346,+39.909608,-077.713694"
"42,055,011302,6028,+39.956293,-077.702670"
"42,055,011400,5917,+39.916700,-077.781621"
"42,055,011500,5969,+39.860585,-077.889229"
"42,055,011600,6068,+39.774429,-077.887029"
"42,055,011701,4871,+39.800995,-077.760690"
"42,055,011702,4205,+39.746760,-077.756652"
"42,055,011800,4251,+39.790028,-077.727196"
"42,055,011900,6702,+39.773679,-077.693836"
"42,055,012001,3881,+39.826450,-077.540787"
"42,055,012002,3017,+39.811251,-077.591044"
"42,055,012100,4117,+39.744432,-077.586755"
"42,055,012200,3559,+39.754635,-077.589178"
"42,055,012300,4557,+39.760337,-077.578477"
"42,055,012400,2835,+39.749758,-077.580043"
"42,055,012501,7230,+39.759613,-077.543596"
"42,055,012502,3550,+39.728488,-077.500182"
"42,057,960100,4799,+39.924723,-077.998411"
"42,057,960200,5065,+40.020077,-078.077663"
"42,057,960300,4692,+39.801876,-078.184862"
"42,059,970101,1451,+39.934634,-079.968175"
"42,059,970102,5364,+39.884815,-079.969918"
"42,059,970200,3029,+39.937626,-080.035869"
"42,059,970300,4034,+39.955167,-080.138752"
"42,059,970400,3702,+39.846502,-080.384696"
"42,059,970501,4404,+39.900039,-080.144853"
"42,059,970502,3622,+39.874282,-080.162196"
"42,059,970600,4006,+39.898165,-080.185947"
"42,059,970700,2421,+39.752051,-080.157870"
"42,059,970800,3921,+39.777829,-079.960152"
"42,061,950100,1752,+40.628974,-077.869459"
"42,061,950200,3597,+40.664147,-078.108644"
"42,061,950301,4624,+40.534371,-078.064042"
"42,061,950302,3312,+40.493424,-078.031932"
"42,061,950400,6827,+40.496588,-078.013894"
"42,061,950500,3253,+40.497348,-077.934158"
"42,061,950600,3998,+40.432782,-078.098867"
"42,061,950800,3416,+40.318695,-078.023996"
"42,061,950900,2308,+40.383717,-077.883541"
"42,061,951000,2546,+40.337647,-077.875204"
"42,061,951100,1811,+40.181241,-077.832055"
"42,061,951200,4624,+40.209447,-077.948829"
"42,061,951300,2024,+40.213893,-078.166427"
"42,063,960100,3918,+40.871749,-078.952740"
"42,063,960200,4830,+40.817347,-079.128147"
"42,063,960300,2324,+40.762486,-078.879031"
"42,063,960400,3414,+40.700673,-078.925157"
"42,063,960500,3203,+40.705377,-079.097441"
"42,063,960600,4800,+40.670538,-079.243326"
"42,063,960700,5249,+40.620457,-079.191681"
"42,063,960800,3914,+40.598657,-079.152112"
"42,063,960900,4771,+40.642317,-079.125123"
"42,063,961000,2223,+40.625585,-079.157810"
"42,063,961102,5988,+40.614626,-079.162518"
"42,063,961103,2786,+40.620326,-079.163550"
"42,063,961104,2038,+40.617881,-079.152138"
"42,063,961200,2411,+40.622549,-079.143993"
"42,063,961300,3766,+40.646487,-079.007831"
"42,063,961400,3085,+40.563974,-078.928944"
"42,063,961500,3817,+40.469522,-079.089623"
"42,063,961600,4391,+40.542515,-079.177381"
"42,063,961700,1730,+40.540135,-079.159166"
"42,063,961800,1688,+40.562264,-079.336895"
"42,063,961900,3957,+40.497860,-079.365875"
"42,063,962000,3491,+40.455856,-079.214792"
"42,063,962100,3214,+40.431564,-079.261434"
"42,063,962200,2238,+40.443256,-079.013656"
"42,065,950100,2276,+41.247750,-078.792482"
"42,065,950200,3002,+41.259141,-078.849293"
"42,065,950300,5525,+41.199297,-078.932082"
"42,065,950400,1876,+41.164966,-079.080573"
"42,065,950500,2119,+41.155377,-079.079871"
"42,065,950600,5589,+41.142097,-079.102375"
"42,065,950700,2549,+41.094722,-078.886328"
"42,065,950800,3661,+41.076055,-078.857037"
"42,065,950900,4008,+40.989627,-079.112195"
"42,065,951000,4397,+40.991190,-078.881678"
"42,065,951100,3721,+40.951879,-078.959194"
"42,065,951200,3187,+40.948501,-078.974262"
"42,065,951300,2582,+40.941238,-078.974443"
"42,067,070101,3340,+40.644040,-077.266188"
"42,067,070102,3706,+40.589569,-077.387557"
"42,067,070201,1770,+40.397627,-077.613699"
"42,067,070202,5869,+40.530398,-077.431246"
"42,067,070300,5031,+40.568688,-077.283821"
"42,067,070400,3793,+40.647904,-077.087050"
"42,069,100200,3456,+41.410896,-075.660415"
"42,069,100300,4228,+41.405975,-075.653884"
"42,069,100400,2039,+41.403704,-075.646332"
"42,069,100500,2195,+41.408527,-075.639628"
"42,069,100600,4270,+41.413076,-075.651639"
"42,069,100800,3103,+41.424389,-075.649551"
"42,069,100900,1571,+41.432088,-075.652569"
"42,069,101000,3107,+41.434188,-075.641113"
"42,069,101100,2520,+41.440090,-075.649639"
"42,069,101200,2726,+41.449890,-075.657688"
"42,069,101300,2714,+41.436993,-075.663313"
"42,069,101400,2731,+41.426148,-075.665655"
"42,069,101600,2529,+41.417733,-075.681365"
"42,069,101700,3064,+41.424178,-075.676116"
"42,069,101800,4573,+41.431686,-075.689916"
"42,069,101900,1412,+41.416002,-075.692172"
"42,069,102000,2133,+41.413697,-075.685425"
"42,069,102100,2322,+41.407709,-075.688750"
"42,069,102200,2412,+41.401016,-075.690722"
"42,069,102300,3591,+41.406678,-075.679589"
"42,069,102500,3246,+41.399756,-075.662561"
"42,069,102600,2516,+41.396049,-075.665797"
"42,069,102700,2866,+41.394169,-075.657392"
"42,069,102800,2985,+41.391485,-075.640164"
"42,069,102900,4163,+41.384122,-075.672681"
"42,069,103000,2158,+41.388710,-075.677181"
"42,069,103100,1698,+41.380440,-075.694423"
"42,069,110100,3068,+41.610384,-075.487925"
"42,069,110201,3986,+41.608717,-075.631778"
"42,069,110202,4629,+41.535550,-075.622935"
"42,069,110300,4200,+41.533624,-075.731233"
"42,069,110401,6884,+41.502120,-075.677285"
"42,069,110402,2912,+41.509960,-075.709292"
"42,069,110403,3022,+41.482845,-075.694924"
"42,069,110500,5201,+41.491146,-075.706057"
"42,069,110600,2888,+41.548652,-075.525008"
"42,069,110700,2377,+41.576652,-075.509405"
"42,069,110800,3394,+41.575917,-075.495396"
"42,069,110900,3057,+41.566466,-075.502080"
"42,069,111000,2150,+41.528435,-075.547695"
"42,069,111100,7297,+41.496188,-075.557026"
"42,069,111200,6657,+41.481410,-075.592673"
"42,069,111300,4520,+41.474282,-075.566195"
"42,069,111400,5383,+41.467063,-075.596278"
"42,069,111500,3367,+41.468658,-075.618845"
"42,069,111600,2671,+41.458122,-075.630138"
"42,069,111700,4065,+41.448092,-075.616562"
"42,069,111801,3765,+41.427447,-075.482905"
"42,069,111802,5154,+41.359216,-075.543908"
"42,069,112000,4366,+41.425663,-075.624559"
"42,069,112100,4293,+41.413693,-075.621322"
"42,069,112200,2645,+41.423303,-075.637839"
"42,069,112300,2738,+41.415509,-075.638532"
"42,069,112400,4213,+41.444490,-075.762890"
"42,069,112500,6294,+41.390730,-075.711522"
"42,069,112600,5667,+41.373683,-075.740899"
"42,069,112700,2830,+41.363923,-075.736066"
"42,069,112800,5959,+41.359190,-075.712054"
"42,069,112901,4096,+41.281945,-075.588071"
"42,069,112902,5820,+41.313250,-075.495306"
"42,071,000100,2337,+40.039284,-076.306826"
"42,071,000200,3019,+40.044401,-076.292755"
"42,071,000300,4766,+40.049693,-076.299099"
"42,071,000400,4263,+40.046903,-076.306830"
"42,071,000500,4238,+40.044975,-076.317568"
"42,071,000600,3248,+40.039410,-076.316885"
"42,071,000700,3401,+40.040731,-076.294103"
"42,071,000800,3860,+40.034688,-076.291180"
"42,071,000900,3534,+40.035741,-076.300595"
"42,071,001000,3829,+40.034592,-076.314781"
